session_id,prompt_id,prompt_index,timestamp,project,cwd,git_branch,mode,entrypoint,version,model,char_count,assistant_turns,tool_calls,final_stop_reason,prompt_preview
demo-000-450c5bbc,demo-000-450c5bbc:p026,26,2026-06-09T18:24:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.1.85,claude-opus-4-8,3520,3,1,max_tokens,Why does the nightly job double-count rows?
demo-000-450c5bbc,demo-000-450c5bbc:p027,27,2026-06-09T18:59:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-sonnet-4-6,1257,5,7,end_turn,Update the README and the changelog for the release
demo-000-450c5bbc,demo-000-450c5bbc:p028,28,2026-06-09T19:01:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-haiku-4-5,2080,1,6,max_tokens,Review the diff before I open the PR
demo-000-450c5bbc,demo-000-450c5bbc:p029,29,2026-06-09T19:09:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.2.0,claude-haiku-4-5,2168,1,3,end_turn,Relance les tests d'intégration et regarde les régressions
demo-000-450c5bbc,demo-000-450c5bbc:p030,30,2026-06-09T19:24:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-haiku-4-5,461,1,0,end_turn,anglais
demo-000-450c5bbc,demo-000-450c5bbc:p031,31,2026-06-09T19:37:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.2.0,claude-haiku-4-5,1849,3,7,end_turn,What's the difference between cache_read and cache_write billing?
demo-000-450c5bbc,demo-000-450c5bbc:p032,32,2026-06-09T20:00:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-sonnet-4-6,924,4,6,end_turn,Relance les tests d'intégration et regarde les régressions
demo-000-450c5bbc,demo-000-450c5bbc:p033,33,2026-06-09T20:06:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.2.0,claude-fable-5,2365,5,6,max_tokens,How should we structure the multi-tenant migration?
demo-000-450c5bbc,demo-000-450c5bbc:p034,34,2026-06-09T20:36:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.2.0,claude-opus-4-8,865,4,1,end_turn,Does uv lock pin transitive dependencies?
demo-000-450c5bbc,demo-000-450c5bbc:p035,35,2026-06-09T20:40:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,cli,2.2.0,claude-opus-4-8,3289,3,19,end_turn,Implement the CSV export endpoint with pagination
demo-000-450c5bbc,demo-000-450c5bbc:p036,36,2026-06-09T21:11:08.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.2.0,claude-sonnet-4-6,2552,4,12,end_turn,Audit the error handling in the export pipeline
demo-001-638b2bb1,demo-001-638b2bb1:p001,1,2026-05-30T10:00:33.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.2.0,claude-opus-4-8,2947,3,8,end_turn,Tests fail on Windows only — investigate the path handling
demo-001-638b2bb1,demo-001-638b2bb1:p002,2,2026-05-30T10:03:33.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.90,claude-sonnet-4-6,779,1,1,end_turn,Does uv lock pin transitive dependencies?
demo-001-638b2bb1,demo-001-638b2bb1:p003,3,2026-05-30T10:08:33.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.90,claude-fable-5,2062,3,2,end_turn,Tests fail on Windows only — investigate the path handling
demo-001-638b2bb1,demo-001-638b2bb1:p004,4,2026-05-30T10:10:33.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.1.85,claude-opus-4-8,3906,2,12,tool_use,Raise the coverage of filters.py above 90%
demo-001-638b2bb1,demo-001-638b2bb1:p005,5,2026-05-30T10:17:33.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.1.85,claude-opus-4-8,3400,2,10,tool_use,Refactor the parser into a streaming single pass
demo-002-8356f0d0,demo-002-8356f0d0:p001,1,2026-06-04T21:08:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.2.0,claude-fable-5,422,3,3,end_turn,Met à jour le fichier de status avant de fermer
demo-002-8356f0d0,demo-002-8356f0d0:p002,2,2026-06-04T21:13:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.90,claude-haiku-4-5,2077,4,3,end_turn,Met à jour le fichier de status avant de fermer
demo-002-8356f0d0,demo-002-8356f0d0:p003,3,2026-06-04T21:21:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-haiku-4-5,2008,5,4,end_turn,Add unit tests for the quota parser edge cases
demo-002-8356f0d0,demo-002-8356f0d0:p004,4,2026-06-04T21:44:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-sonnet-4-6,2749,2,3,end_turn,Implement the CSV export endpoint with pagination
demo-002-8356f0d0,demo-002-8356f0d0:p005,5,2026-06-04T21:53:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.85,claude-sonnet-4-6,1046,5,7,end_turn,Relance les tests d'intégration et regarde les régressions
demo-002-8356f0d0,demo-002-8356f0d0:p006,6,2026-06-04T22:07:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,vscode,2.2.0,claude-haiku-4-5,232,4,4,end_turn,Tests fail on Windows only — investigate the path handling
demo-002-8356f0d0,demo-002-8356f0d0:p007,7,2026-06-04T22:36:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.85,claude-haiku-4-5,2349,3,6,end_turn,Add the retry decorator to the API client
demo-002-8356f0d0,demo-002-8356f0d0:p008,8,2026-06-04T23:03:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.90,claude-haiku-4-5,763,4,0,tool_use,Same as yesterday but for the staging tenant
demo-002-8356f0d0,demo-002-8356f0d0:p009,9,2026-06-04T23:35:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.85,claude-opus-4-8,589,3,8,end_turn,Read PLAN.md and outline the steps to add the export pipeline
demo-002-8356f0d0,demo-002-8356f0d0:p010,10,2026-06-04T23:57:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,vscode,2.1.85,claude-opus-4-8,3130,4,6,end_turn,Tests fail on Windows only — investigate the path handling
demo-002-8356f0d0,demo-002-8356f0d0:p011,11,2026-06-05T00:26:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.2.0,claude-haiku-4-5,4874,3,16,end_turn,Implement the CSV export endpoint with pagination
demo-002-8356f0d0,demo-002-8356f0d0:p012,12,2026-06-05T01:00:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.85,claude-sonnet-4-6,3341,6,2,max_tokens,Does uv lock pin transitive dependencies?
demo-002-8356f0d0,demo-002-8356f0d0:p013,13,2026-06-05T01:29:24.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.85,claude-opus-4-8,3057,3,5,tool_use,Design the data model for the new billing module
demo-003-47ba47d3,demo-003-47ba47d3:p001,1,2026-05-10T14:06:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.2.0,claude-fable-5,1997,5,7,tool_use,Read PLAN.md and outline the steps to add the export pipeline
demo-003-47ba47d3,demo-003-47ba47d3:p002,2,2026-05-10T14:44:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.90,claude-fable-5,640,4,2,end_turn,Commit the changes and push the branch
demo-003-47ba47d3,demo-003-47ba47d3:p003,3,2026-05-10T14:56:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.90,claude-opus-4-8,4153,4,12,end_turn,Refactor the parser into a streaming single pass
demo-003-47ba47d3,demo-003-47ba47d3:p004,4,2026-05-10T15:27:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.2.0,claude-opus-4-8,1137,1,1,tool_use,Implement the CSV export endpoint with pagination
demo-003-47ba47d3,demo-003-47ba47d3:p005,5,2026-05-10T15:49:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.85,claude-opus-4-8,426,2,2,max_tokens,Is there a way to stream large CSVs in pandas?
demo-003-47ba47d3,demo-003-47ba47d3:p006,6,2026-05-10T16:11:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,vscode,2.2.0,claude-haiku-4-5,2089,3,8,tool_use,Implement the CSV export endpoint with pagination
demo-003-47ba47d3,demo-003-47ba47d3:p007,7,2026-05-10T16:45:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.2.0,claude-haiku-4-5,475,1,2,max_tokens,What's the difference between cache_read and cache_write billing?
demo-003-47ba47d3,demo-003-47ba47d3:p008,8,2026-05-10T16:57:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.2.0,claude-opus-4-8,1134,1,1,tool_use,Design the data model for the new billing module
demo-003-47ba47d3,demo-003-47ba47d3:p009,9,2026-05-10T17:04:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.90,claude-haiku-4-5,447,4,4,end_turn,Add the retry decorator to the API client
demo-003-47ba47d3,demo-003-47ba47d3:p010,10,2026-05-10T17:38:26.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.90,claude-haiku-4-5,983,4,4,end_turn,Audit the error handling in the export pipeline
demo-004-1e214b52,demo-004-1e214b52:p001,1,2026-05-13T12:44:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.2.0,claude-haiku-4-5,338,2,8,max_tokens,Raise the coverage of filters.py above 90%
demo-004-1e214b52,demo-004-1e214b52:p002,2,2026-05-13T13:10:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.2.0,claude-fable-5,3469,1,18,max_tokens,Split the god-object service into focused classes
demo-004-1e214b52,demo-004-1e214b52:p003,3,2026-05-13T13:26:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.1.90,claude-opus-4-8,685,3,8,end_turn,oui vas y
demo-004-1e214b52,demo-004-1e214b52:p004,4,2026-05-13T13:34:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.2.0,claude-opus-4-8,2319,3,5,end_turn,Why does the nightly job double-count rows?
demo-004-1e214b52,demo-004-1e214b52:p005,5,2026-05-13T13:54:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-sonnet-4-6,1761,5,1,end_turn,Implement the CSV export endpoint with pagination
demo-004-1e214b52,demo-004-1e214b52:p006,6,2026-05-13T14:18:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.2.0,claude-haiku-4-5,3265,1,14,end_turn,Implement the CSV export endpoint with pagination
demo-004-1e214b52,demo-004-1e214b52:p007,7,2026-05-13T14:54:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-sonnet-4-6,145,5,0,end_turn,Does uv lock pin transitive dependencies?
demo-004-1e214b52,demo-004-1e214b52:p008,8,2026-05-13T15:05:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.85,claude-sonnet-4-6,146,6,18,end_turn,Add the retry decorator to the API client
demo-004-1e214b52,demo-004-1e214b52:p009,9,2026-05-13T15:37:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.85,claude-opus-4-8,2377,1,4,max_tokens,Is there a way to stream large CSVs in pandas?
demo-004-1e214b52,demo-004-1e214b52:p010,10,2026-05-13T16:08:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.85,claude-sonnet-4-6,874,4,3,end_turn,Add unit tests for the quota parser edge cases
demo-004-1e214b52,demo-004-1e214b52:p011,11,2026-05-13T16:35:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.85,claude-opus-4-8,3165,5,0,end_turn,Update the README and the changelog for the release
demo-004-1e214b52,demo-004-1e214b52:p012,12,2026-05-13T16:40:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.90,claude-opus-4-8,1650,6,6,max_tokens,Update the README and the changelog for the release
demo-004-1e214b52,demo-004-1e214b52:p013,13,2026-05-13T16:50:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.1.85,claude-opus-4-8,1843,7,11,end_turn,Tests fail on Windows only — investigate the path handling
demo-004-1e214b52,demo-004-1e214b52:p014,14,2026-05-13T16:56:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,vscode,2.2.0,claude-sonnet-4-6,698,3,4,end_turn,anglais
demo-004-1e214b52,demo-004-1e214b52:p015,15,2026-05-13T17:24:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.2.0,claude-haiku-4-5,1085,1,5,end_turn,What's the difference between cache_read and cache_write billing?
demo-004-1e214b52,demo-004-1e214b52:p016,16,2026-05-13T17:27:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.2.0,claude-opus-4-8,2872,5,10,end_turn,Tests fail on Windows only — investigate the path handling
demo-004-1e214b52,demo-004-1e214b52:p017,17,2026-05-13T17:42:14.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,default,cli,2.1.85,claude-opus-4-8,2315,1,15,tool_use,Why does the nightly job double-count rows?
demo-005-5ae14d75,demo-005-5ae14d75:p001,1,2026-04-16T23:26:33.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.1.90,claude-opus-4-8,368,2,8,end_turn,"Here are my notes from the standup, keep them in mind"
demo-005-5ae14d75,demo-005-5ae14d75:p002,2,2026-04-16T23:43:33.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-sonnet-4-6,280,1,4,end_turn,Fais le merge de main et ouvre la PR
demo-005-5ae14d75,demo-005-5ae14d75:p003,3,2026-04-17T00:15:33.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.2.0,claude-opus-4-8,3798,1,8,end_turn,Vérifie que les totaux collent avec la facture
demo-005-5ae14d75,demo-005-5ae14d75:p004,4,2026-04-17T00:49:33.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,cli,2.1.90,claude-sonnet-4-6,2013,1,5,end_turn,Tests fail on Windows only — investigate the path handling
demo-005-5ae14d75,demo-005-5ae14d75:p005,5,2026-04-17T01:07:33.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,default,vscode,2.2.0,claude-sonnet-4-6,3224,2,4,max_tokens,Does uv lock pin transitive dependencies?
demo-005-5ae14d75,demo-005-5ae14d75:p006,6,2026-04-17T01:37:33.000Z,webapp-frontend,/home/dev/projects/webapp-frontend,main,plan,vscode,2.1.85,claude-sonnet-4-6,2461,4,0,end_turn,Why does the nightly job double-count rows?
demo-006-1fb999e6,demo-006-1fb999e6:p001,1,2026-04-22T01:31:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.2.0,claude-opus-4-8,410,4,8,max_tokens,Same as yesterday but for the staging tenant
demo-006-1fb999e6,demo-006-1fb999e6:p002,2,2026-04-22T02:04:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.2.0,claude-sonnet-4-6,1319,6,8,end_turn,Met à jour le fichier de status avant de fermer
demo-006-1fb999e6,demo-006-1fb999e6:p003,3,2026-04-22T02:15:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.1.85,claude-sonnet-4-6,2861,3,7,max_tokens,Read PLAN.md and outline the steps to add the export pipeline
demo-006-1fb999e6,demo-006-1fb999e6:p004,4,2026-04-22T02:32:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.2.0,claude-fable-5,999,4,2,end_turn,How should we structure the multi-tenant migration?
demo-006-1fb999e6,demo-006-1fb999e6:p005,5,2026-04-22T02:49:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.2.0,claude-fable-5,1959,2,6,tool_use,Read PLAN.md and outline the steps to add the export pipeline
demo-006-1fb999e6,demo-006-1fb999e6:p006,6,2026-04-22T03:28:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.1.85,claude-sonnet-4-6,143,5,8,end_turn,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-006-1fb999e6,demo-006-1fb999e6:p007,7,2026-04-22T03:37:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,vscode,2.1.85,claude-sonnet-4-6,2073,2,4,end_turn,"Here are my notes from the standup, keep them in mind"
demo-006-1fb999e6,demo-006-1fb999e6:p008,8,2026-04-22T03:44:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,vscode,2.2.0,claude-sonnet-4-6,698,3,1,end_turn,Raise the coverage of filters.py above 90%
demo-006-1fb999e6,demo-006-1fb999e6:p009,9,2026-04-22T04:11:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,plan,cli,2.1.90,claude-sonnet-4-6,301,3,1,tool_use,Add the retry decorator to the API client
demo-006-1fb999e6,demo-006-1fb999e6:p010,10,2026-04-22T04:37:02.000Z,data-pipeline,/home/dev/projects/data-pipeline,develop,default,cli,2.2.0,claude-fable-5,628,4,3,end_turn,Tests fail on Windows only — investigate the path handling
demo-007-0b96130a,demo-007-0b96130a:p001,1,2026-01-30T17:37:47.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.2.0,claude-opus-4-8,2611,6,7,end_turn,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-007-0b96130a,demo-007-0b96130a:p002,2,2026-01-30T18:13:47.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,plan,cli,2.1.90,claude-sonnet-4-6,1353,4,1,tool_use,How should we structure the multi-tenant migration?
demo-007-0b96130a,demo-007-0b96130a:p003,3,2026-01-30T18:20:47.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.1.85,claude-opus-4-8,3408,3,0,end_turn,Wire the new settings page into the router
demo-007-0b96130a,demo-007-0b96130a:p004,4,2026-01-30T18:37:47.000Z,ml-experiments,/home/dev/projects/ml-experiments,main,default,cli,2.2.0,claude-fable-5,3115,6,10,tool_use,Write docstrings for the public analytics helpers
demo-008-493d65aa,demo-008-493d65aa:p001,1,2026-05-22T18:59:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.85,claude-sonnet-4-6,1163,5,13,max_tokens,"The dashboard crashes with a tz-naive vs tz-aware error, fix it"
demo-008-493d65aa,demo-008-493d65aa:p002,2,2026-05-22T19:37:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.1.90,claude-fable-5,1143,2,3,end_turn,Met à jour le fichier de status avant de fermer
demo-008-493d65aa,demo-008-493d65aa:p003,3,2026-05-22T20:16:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.2.0,claude-fable-5,1595,2,2,end_turn,Does uv lock pin transitive dependencies?
demo-008-493d65aa,demo-008-493d65aa:p004,4,2026-05-22T20:33:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,cli,2.1.85,claude-sonnet-4-6,1674,1,15,max_tokens,Wire the new settings page into the router
demo-008-493d65aa,demo-008-493d65aa:p005,5,2026-05-22T21:09:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.1.90,claude-opus-4-8,697,4,4,end_turn,What's the difference between cache_read and cache_write billing?
demo-008-493d65aa,demo-008-493d65aa:p006,6,2026-05-22T21:17:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.1.85,claude-sonnet-4-6,1343,2,14,end_turn,Tests fail on Windows only — investigate the path handling
demo-008-493d65aa,demo-008-493d65aa:p007,7,2026-05-22T21:27:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,default,vscode,2.1.90,claude-haiku-4-5,634,1,0,tool_use,Add unit tests for the quota parser edge cases
demo-008-493d65aa,demo-008-493d65aa:p008,8,2026-05-22T21:44:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.90,claude-opus-4-8,2714,5,7,end_turn,Add unit tests for the quota parser edge cases
demo-008-493d65aa,demo-008-493d65aa:p009,9,2026-05-22T21:52:20.000Z,infra-terraform,/home/dev/projects/infra-terraform,main,plan,cli,2.1.90,claude-haiku-4-5,566,1,0,max_tokens,ok go ahead
demo-009-89415ed4,demo-009-89415ed4:p001,1,2026-02-28T08:45:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.85,claude-opus-4-8,2950,1,10,tool_use,Tests fail on Windows only — investigate the path handling
demo-009-89415ed4,demo-009-89415ed4:p002,2,2026-02-28T09:15:51.000Z,mobile-app,/home/dev/projects/mobile-app,feature/onboarding,plan,cli,2.1.90,claude-haiku-4-5,722,2,7,end_turn,Deploy to staging and run the smoke script
